	16_S3.tab	17_S4.tab	18_S1.tab	19_S2.tab	21_S3.tab	23_S3.tab	24_S2.tab	27_S1.tab	28_S4.tab	30_S3.tab	34_S1.tab	35_S4.tab	36_S1.tab	38_S2.tab	40_S2.tab	42_S3.tab	44_S3.tab	45_S1.tab	46_S4.tab	47_S4.tab	51_S2.tab	54_S4.tab	5_S1.tab	8_S2.tab
pyrroloquinoline-quinone synthase PqqC	0	0	0	0	0	0	0	0	0	1.00	2.00	0	1.00	0	2.00	0	0	0	0	0	0	0	0	0
pyruvate carboxylase	5.00	0	5.00	1.00	0	9.00	5.00	1.00	3.00	3.00	0	0	1.00	7.00	0	3.00	0	8.00	0	1.00	2.00	0	2.00	0
pyruvate carboxylase subunit A	0	0	0	0	0	1.00	2.00	0	0	1.00	0	1.00	0	0	1.00	0	0	2.00	0	2.00	0	0	0	0
pyruvate carboxylase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0
pyruvate carboxylase, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
pyruvate dehydrogenase	2.00	0	0	0	0	5.00	6.00	1.00	0	1.00	1.00	0	2.00	0	2.00	3.00	0	2.00	0	0	5.00	0	0	0
pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	1.00	0	0	1.00	0	13.00	5.00	1.00	4.00	0	0	0	3.00	2.00	0	2.00	0	2.00	0	0	5.00	0	1.00	0
pyruvate dehydrogenase (acetyl-transferring), homodimeric type	4.00	1.00	1.00	3.00	2.00	13.00	22.00	1.00	6.00	13.00	4.00	3.00	1.00	11.00	0	10.00	0	24.00	0	2.00	1.00	4.00	1.00	4.00
pyruvate dehydrogenase (acetyl-transferring), homodimeric type, partial	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0
pyruvate dehydrogenase E1 component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
pyruvate dehydrogenase E1 component subunit alpha	0	0	0	0	0	1.00	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
pyruvate dehydrogenase E1 component subunit beta	0	0	0	0	0	4.00	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0
pyruvate dehydrogenase E1 component, partial	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
pyruvate dehydrogenase complex E1 component subunit beta	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	2.00	0	1.00	0	3.00	0	0	0	1.00	0	0
pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase	2.00	0	0	0	0	1.00	3.00	0	0	3.00	0	1.00	0	3.00	0	2.00	0	2.00	0	0	0	0	0	0
pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0
pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase, partial	0	0	0	0	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate dehydrogenase subunit beta	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate dehydrogenase, partial	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate ferredoxin oxidoreductase	0	0	0	0	1.00	4.00	6.00	1.00	0	7.00	0	2.00	0	6.00	0	6.00	0	7.00	0	2.00	0	0	0	0
pyruvate formate lyase-activating protein	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate formate-lyase 1-activating enzyme	2.00	0	4.00	6.00	0	0	3.00	1.00	0	0	0	0	2.00	0	0	1.00	0	0	0	1.00	1.00	0	2.00	0
pyruvate formate-lyase-activating enzyme	0	0	3.00	1.00	0	3.00	5.00	2.00	2.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	3.00	0
pyruvate kinase	8.00	4.00	1.00	1.00	3.00	16.00	35.00	3.00	8.00	15.00	1.00	2.00	3.00	7.00	1.00	6.00	2.00	24.00	0	1.00	8.00	11.00	2.00	1.00
pyruvate kinase, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
pyruvate oxidase	1.00	1.00	0	1.00	0	3.00	11.00	0	4.00	1.00	1.00	0	3.00	1.00	0	0	0	3.00	0	3.00	4.00	5.00	0	1.00
pyruvate phosphate dikinase PEP/pyruvate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
pyruvate, phosphate dikinase	5.00	6.00	1.00	0	0	4.00	14.00	0	0	5.00	0	1.00	0	2.00	0	3.00	1.00	6.00	0	0	1.00	0	1.00	0
pyruvate, phosphate dikinase, partial	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate, water dikinase	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate:ferredoxin (flavodoxin) oxidoreductase	1.00	0	0	1.00	2.00	3.00	1.00	0	2.00	0	0	0	0	2.00	0	0	0	7.00	0	1.00	0	3.00	0	1.00
pyruvate:ferredoxin (flavodoxin) oxidoreductase, partial	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quaternary ammonium compound efflux SMR transporter QacF	0	0	0	0	0	2.00	7.00	0	0	2.00	0	0	0	0	0	2.00	0	1.00	0	0	0	0	0	0
quercetin 2,3-dioxygenase	0	0	0	0	0	0	2.00	0	0	0	0	0	3.00	1.00	0	2.00	0	7.00	0	1.00	0	0	0	0
quinate/shikimate dehydrogenase	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinohemoprotein amine dehydrogenase maturation protein, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
quinol oxidase	0	0	0	0	0	0	2.00	0	0	1.00	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0
quinol oxidase subunit 2	0	0	1.00	1.00	0	3.00	3.00	0	4.00	0	0	0	0	0	0	0	0	0	0	2.00	3.00	0	0	0
quinol oxidase subunit 3	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
quinol oxidase subunit 4	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinol:cytochrome C oxidoreductase	0	0	0	1.00	0	0	1.00	0	0	2.00	0	0	0	0	0	1.00	0	2.00	0	0	0	0	0	0
quinolinate synthase	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	4.00	0	1.00	0	1.00	0	0	0	0	0	0
quinolinate synthetase	0	0	0	0	1.00	0	10.00	1.00	1.00	5.00	0	3.00	0	2.00	0	4.00	0	10.00	1.00	3.00	0	0	0	5.00
quinoline 2-oxidoreductase	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinone oxidoreductase	4.00	0	2.00	2.00	2.00	8.00	9.00	0	1.00	7.00	2.00	0	3.00	6.00	3.00	6.00	0	8.00	0	1.00	0	0	0	1.00
quinonprotein alcohol dehydrogenase	0	0	0	1.00	0	0	0	0	0	2.00	0	0	2.00	0	0	0	0	1.00	0	0	0	0	0	0
quinoprotein dehydrogenase-associated SoxYZ-like carrier	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	1.00	0	0	0	0	0	0
quinoprotein dehydrogenase-associated putative ABC transporter substrate-binding protein	0	0	0	1.00	0	1.00	2.00	0	0	0	0	2.00	0	0	0	0	0	1.00	0	0	0	0	0	0
quinoprotein glucose dehydrogenase	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
rRNA adenine N-6-methyltransferase	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rRNA adenine methyltransferase	0	0	0	0	0	2.00	0	0	0	1.00	0	0	1.00	0	0	0	0	2.00	0	0	0	0	0	0
rRNA cytosine-C5-methylase	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rRNA cytosine-C5-methyltransferase	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rRNA large subunit methyltransferase I	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rRNA maturation RNAse YbeY	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rRNA maturation RNase YbeY	0	2.00	0	0	0	1.00	4.00	0	0	3.00	0	0	0	2.00	0	0	0	1.00	0	0	0	0	1.00	0
rRNA methylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
rRNA methyltransferase	4.00	1.00	0	1.00	1.00	3.00	13.00	0	0	1.00	0	0	2.00	0	0	1.00	0	3.00	0	2.00	2.00	0	0	2.00
rRNA pseudouridine synthase	1.00	0	1.00	0	0	3.00	7.00	0	1.00	5.00	0	1.00	1.00	5.00	0	3.00	0	9.00	0	0	2.00	1.00	0	1.00
rRNA pseudouridine synthase, partial	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
racemase	0	2.00	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
radical SAM domain protein, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
radical SAM domain-containing protein	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0
radical SAM protein	4.00	3.00	0	3.00	2.00	6.00	14.00	1.00	6.00	7.00	0	3.00	3.00	14.00	0	14.00	0	37.00	1.00	1.00	0	0	0	0
radical SAM/CxCxxxxC motif protein YfkAB	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0
radical SAM/Cys-rich domain protein	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0
radical SAM/SPASM domain-containing protein	0	0	0	0	0	2.00	3.00	0	0	0	0	0	1.00	1.00	0	0	0	0	0	2.00	0	0	0	0
raffinose invertase	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reaction center protein M chain	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reactive intermediate/imine deaminase	1.00	0	1.00	0	0	0	2.00	1.00	0	0	0	0	0	2.00	0	0	0	1.00	0	1.00	0	0	0	0
receptor	0	0	0	0	0	0	2.00	0	0	1.00	0	0	0	3.00	0	0	0	1.00	0	0	0	0	0	0
recombinase	0	0	1.00	2.00	0	3.00	9.00	0	0	6.00	0	2.00	0	8.00	0	4.00	0	14.00	0	0	1.00	2.00	3.00	1.00
recombinase RarA	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
recombinase RecA	2.00	0	0	0	0	4.00	15.00	0	3.00	1.00	0	1.00	0	4.00	0	7.00	0	7.00	0	1.00	6.00	0	0	0
recombinase RecB	0	0	0	3.00	0	0	0	0	0	1.00	0	0	0	1.00	1.00	0	0	0	0	0	1.00	0	0	0
recombinase RecD	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
recombinase RecF	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombinase RecQ	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombinase RecT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
recombinase RecX	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombinase TnpX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
recombinase XerC	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0
recombinase XerD	0	0	0	0	0	2.00	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0
recombinase XerD, partial	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombinase family protein	2.00	1.00	0	0	0	4.00	6.00	0	2.00	8.00	0	0	1.00	2.00	0	4.00	0	7.00	1.00	1.00	2.00	1.00	0	4.00
recombinase family protein, partial	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombination and DNA strand exchange inhibitor protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
recombination and repair protein RecT	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombination factor protein RarA	0	0	0	0	0	1.00	1.00	0	0	1.00	0	2.00	0	0	1.00	2.00	0	0	0	1.00	0	0	0	0
recombination protein NinB	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
recombination protein NinG	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recombination protein RecR	1.00	0	0	0	0	3.00	3.00	0	3.00	7.00	0	0	0	4.00	0	3.00	0	2.00	1.00	2.00	2.00	0	1.00	0
recombination regulator RecX	0	1.00	0	1.00	0	0	3.00	0	0	0	0	0	0	4.00	0	1.00	0	1.00	0	0	2.00	0	2.00	0
recombination-associated protein RdgC	0	0	1.00	2.00	1.00	0	2.00	0	0	1.00	0	0	0	0	0	0	0	4.00	0	1.00	0	1.00	0	0
redox-regulated ATPase YchF	1.00	2.00	0	1.00	0	4.00	8.00	0	3.00	6.00	1.00	0	0	3.00	0	1.00	1.00	3.00	0	0	0	0	2.00	1.00
redox-regulated ATPase YchF, partial	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0
redox-regulated molecular chaperone Hsp33	0	0	2.00	1.00	1.00	3.00	6.00	1.00	0	0	0	0	2.00	0	0	3.00	0	1.00	0	0	8.00	0	0	0
redox-sensitive transcriptional activator SoxR	0	0	0	0	1.00	1.00	1.00	1.00	1.00	2.00	5.00	2.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00
redox-sensitive transcriptional activator SoxR, partial	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
redoxin	0	0	0	0	0	0	4.00	0	1.00	1.00	0	0	0	1.00	0	1.00	0	6.00	0	0	0	0	1.00	0
reductase	0	0	0	0	1.00	1.00	2.00	1.00	1.00	2.00	0	0	0	2.00	0	4.00	0	2.00	0	0	0	0	0	0
regulator	0	0	0	0	0	0	2.00	0	0	1.00	0	0	0	2.00	0	2.00	0	1.00	0	0	0	0	0	1.00
regulator PrlF	0	0	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulatory protein ArsR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
regulatory protein GemA	1.00	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulatory protein NosR	0	0	0	0	1.00	1.00	3.00	0	0	2.00	0	0	0	2.00	0	2.00	0	3.00	0	0	0	0	0	0
regulatory protein SdiA	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00
regulatory protein Spx	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
relaxase	0	2.00	0	0	0	2.00	2.00	0	0	1.00	1.00	2.00	0	3.00	0	2.00	0	1.00	0	0	1.00	0	0	0
repeat protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0
replication endonuclease	0	0	0	0	0	1.00	3.00	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
replication initiation and membrane attachment protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0
replication initiation protein	0	1.00	0	4.00	0	4.00	12.00	0	3.00	8.00	0	0	1.00	7.00	0	7.00	0	10.00	0	1.00	0	0	0	1.00
replication initiation protein RepC	0	0	0	0	0	1.00	1.00	0	0	0	1.00	0	0	0	2.00	0	0	3.00	0	1.00	0	0	0	0
replication initiation protein, partial	0	2.00	0	2.00	1.00	0	0	0	1.00	2.00	0	0	1.00	2.00	0	1.00	0	1.00	0	1.00	0	4.00	0	3.00
replication initiation regulator SeqA	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
replication initiator RepA	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
replication protein	0	0	0	0	0	2.00	11.00	1.00	9.00	4.00	0	0	0	2.00	0	2.00	0	5.00	0	1.00	2.00	0	0	0
replication protein 15	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
replication protein A	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0
replication protein C	0	3.00	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
replication protein O	0	0	0	0	0	0	0	0	0	0	0	3.00	0	0	0	0	0	0	0	0	0	0	0	0
replication protein RepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00
replication protein, partial	0	0	0	0	0	3.00	3.00	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	10.00	0	0	0
replication-associated A domain protein	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	1.00	1.00	0	1.00	0	0	0	0	0	0
replication-associated protein A	0	0	1.00	2.00	1.00	2.00	0	0	1.00	3.00	0	2.00	0	0	0	1.00	0	2.00	0	3.00	0	3.00	0	0
replication-associated recombination protein A	5.00	0	0	3.00	1.00	1.00	11.00	0	1.00	6.00	2.00	1.00	0	2.00	0	3.00	0	8.00	0	1.00	1.00	0	0	0
replication-associated recombination protein A, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
replicative DNA helicase	2.00	2.00	2.00	3.00	1.00	13.00	30.00	2.00	7.00	17.00	0	3.00	2.00	5.00	0	7.00	0	16.00	1.00	2.00	4.00	2.00	0	0
replicative DNA helicase, partial	0	0	0	2.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0
repressor LexA	3.00	0	1.00	0	2.00	1.00	10.00	0	3.00	5.00	0	2.00	1.00	0	0	2.00	0	3.00	0	1.00	1.00	0	0	0
repressor LexA, partial	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
resolvase	0	1.00	0	2.00	0	1.00	4.00	0	1.00	1.00	0	0	0	4.00	0	1.00	0	6.00	0	1.00	0	0	0	0
respiratory nitrate reductase subunit gamma	2.00	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	1.00	0	2.00	0	0	0	0	0	0
response regulator	3.00	2.00	1.00	3.00	0	13.00	18.00	0	3.00	15.00	1.00	2.00	2.00	13.00	0	6.00	0	22.00	0	3.00	1.00	5.00	1.00	1.00
response regulator GlrR	0	0	0	0	0	0	4.00	0	0	1.00	0	0	0	0	0	1.00	0	3.00	0	0	0	0	0	0
response regulator PleD	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response regulator SirA	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	1.00	0	0	0	0	0	0
response regulator receiver protein	0	1.00	0	0	0	0	3.00	0	0	0	0	0	0	1.00	0	1.00	0	1.00	0	0	0	0	0	0
response regulator, partial	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
restriction alleviation protein, Lar family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
restriction endonuclease	0	0	0	3.00	2.00	3.00	18.00	0	2.00	7.00	0	1.00	0	8.00	0	10.00	0	11.00	0	2.00	0	3.00	0	0
restriction endonuclease AlwI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
restriction endonuclease DpnI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
restriction endonuclease Eco57I	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
restriction endonuclease EcoKI subunit S	2.00	3.00	1.00	9.00	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00	1.00	10.00
restriction endonuclease EcoRI subunit R	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0
restriction endonuclease PaeR7I	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0
restriction endonuclease Sau3AI	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
restriction endonuclease subunit M	2.00	0	2.00	0	0	3.00	4.00	0	0	4.00	1.00	1.00	0	5.00	0	3.00	0	4.00	0	2.00	0	0	0	0
restriction endonuclease subunit M, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
restriction endonuclease subunit R	1.00	1.00	0	4.00	0	2.00	10.00	0	0	8.00	0	1.00	0	9.00	0	5.00	0	8.00	0	0	1.00	1.00	0	0
restriction endonuclease subunit S	2.00	0	1.00	2.00	0	2.00	4.00	0	0	2.00	0	0	0	3.00	0	2.00	0	3.00	0	1.00	0	1.00	0	0
restriction endonuclease subunit S, partial	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
restriction methylase	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
resuscitation-promoting factor	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
resuscitation-promoting factor RpfB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
reverse transcriptase	1.00	0	0	0	0	2.00	1.00	0	1.00	0	2.00	1.00	1.00	2.00	0	2.00	0	5.00	0	3.00	0	0	0	0
rhamnogalacturonan acetylesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
rhamnogalacturonan lyase	1.00	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rhamnogalacturonase B	0	0	0	0	0	1.00	0	0	0	3.00	0	1.00	2.00	0	0	0	0	1.00	0	1.00	0	0	0	0
rhamnose ABC transporter substrate-binding protein	0	0	0	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
rhamnose/proton symporter RhaT	0	0	0	0	1.00	1.00	1.00	1.00	3.00	0	0	1.00	0	0	0	0	0	0	0	1.00	0	1.00	0	0
rhamnosyltransferase	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rhamnosyltransferase WbbL	3.00	3.00	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	0	0
rhamnosyltransferase WbbL, partial	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rhamnulokinase	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00
rhamnulose-1-phosphate aldolase	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
rhizopine-binding protein	0	0	0	0	0	5.00	7.00	0	0	4.00	4.00	1.00	1.00	2.00	2.00	0	0	1.00	1.00	2.00	0	0	0	0
rhodanese	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0
rhodanese domain-containing protein	0	0	0	0	0	3.00	3.00	2.00	1.00	0	0	1.00	0	0	0	3.00	0	6.00	0	1.00	4.00	0	0	0
rhodanese-like domain-containing protein	0	0	0	3.00	1.00	3.00	4.00	0	1.00	5.00	0	0	2.00	0	0	1.00	0	3.00	0	1.00	0	0	0	0
rhodanese-like domain-containing protein, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
rhodopsin	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
rhomboid family intramembrane serine protease	1.00	2.00	0	1.00	0	5.00	6.00	0	1.00	2.00	2.00	0	1.00	2.00	0	2.00	0	4.00	0	0	0	0	3.00	0
rhomboid family intramembrane serine protease GlpG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0
rhombotarget lipoprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0
rib/alpha/Esp surface antigen	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
ribA/ribD-fused protein	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0
ribbon-helix-helix protein, CopG family	1.00	0	0	1.00	0	2.00	2.00	0	0	1.00	0	1.00	0	0	0	1.00	0	2.00	0	0	0	0	0	0
ribitol-5-phosphate dehydrogenase	0	0	2.00	0	0	3.00	5.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	3.00	0	0	0
riboflavin biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0
riboflavin biosynthesis protein RibBA	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0
riboflavin biosynthesis protein RibD	2.00	0	1.00	3.00	0	3.00	5.00	1.00	1.00	3.00	1.00	0	0	2.00	0	2.00	0	8.00	0	1.00	1.00	0	0	1.00
riboflavin biosynthesis protein RibF	3.00	4.00	0	0	0	3.00	5.00	0	2.00	3.00	0	0	1.00	2.00	0	0	0	4.00	0	3.00	1.00	2.00	0	0
riboflavin synthase	1.00	2.00	0	2.00	2.00	0	5.00	1.00	1.00	1.00	2.00	1.00	0	1.00	0	3.00	0	0	0	0	0	0	0	0
riboflavin synthase subunit alpha	1.00	0	0	0	0	1.00	1.00	0	0	1.00	0	0	0	1.00	0	0	0	4.00	0	0	0	0	1.00	0
riboflavin synthase subunit alpha, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0
riboflavin synthase subunit beta	0	0	0	0	0	1.00	3.00	0	0	1.00	1.00	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0
